,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
385,8.75,12,4.0,4,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,2.169054,16,16
386,4.14,13,29.0,0,0.0,1.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.420696,841,0
387,2.87,12,45.0,8,0.0,1.0,1,0.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.0543120000000001,2025,64
388,3.35,13,22.0,0,0.0,1.0,0,2.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.20896,484,0
389,6.08,16,42.0,10,0.0,0.0,0,0.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.805005,1764,100
390,3.0,15,9.0,0,1.0,0.0,0,0.0,0,1.0,0,0.0,0.0,0,0,0.0,1,0,0,0,0,1.0986120000000001,81,0
391,4.2,16,8.0,0,0.0,1.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.435084,64,0
392,5.6,15,31.0,15,0.0,1.0,0,2.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.7227669999999997,961,225
393,10.0,12,24.0,24,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,2.3025849999999997,576,576
394,12.5,18,16.0,5,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.525729,256,25
395,3.76,6,6.0,0,0.0,0.0,0,4.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.324419,36,0
396,3.1,6,14.0,0,1.0,1.0,0,5.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.131402,196,0
397,4.29,12,47.0,25,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,0,1,0,1.456287,2209,625
398,10.92,12,34.0,5,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,2.390596,1156,25
399,7.5,16,6.0,2,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,2.014903,36,4
400,4.05,9,7.0,4,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.398717,49,16
401,4.65,12,27.0,2,0.0,0.0,1,3.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,1,1.536867,729,4
402,5.0,11,24.0,5,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.609438,576,25
403,2.9,10,18.0,0,0.0,1.0,1,2.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.064711,324,0
404,8.0,12,12.0,3,1.0,1.0,0,1.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2.079442,144,9
405,8.43,8,27.0,3,0.0,0.0,1,3.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,2.131797,729,9
406,2.92,9,49.0,0,0.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,1.071584,2401,0
407,6.25,17,4.0,0,0.0,1.0,0,0.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,1,0,0,1.832582,16,0
408,6.25,16,24.0,2,0.0,1.0,1,2.0,1,0.0,0,1.0,0.0,0,0,0.0,0,1,1,0,0,1.832582,576,4
409,5.11,11,3.0,0,0.0,0.0,0,0.0,1,0.0,0,1.0,1.0,0,0,0.0,0,0,0,0,0,1.631199,9,0
410,4.0,10,2.0,0,0.0,1.0,0,1.0,1,0.0,0,1.0,0.0,0,0,0.0,1,0,0,0,0,1.3862940000000001,4,0
411,4.44,8,29.0,11,0.0,0.0,1,3.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.4906540000000001,841,121
412,6.88,13,34.0,21,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,1,0,0,1.9286189999999999,1156,441
413,5.43,14,10.0,3,1.0,0.0,1,1.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.6919389999999999,100,9
414,3.0,13,5.0,0,0.0,1.0,0,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.0986120000000001,25,0
415,2.9,11,2.0,0,0.0,1.0,0,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.064711,4,0
416,6.25,7,39.0,21,1.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.832582,1521,441
417,4.34,16,5.0,2,1.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.467874,25,4
418,3.25,12,14.0,2,0.0,1.0,1,2.0,0,0.0,1,0.0,0.0,0,1,0.0,0,0,0,1,0,1.178655,196,4
419,7.26,13,8.0,2,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.98238,64,4
420,6.35,14,10.0,1,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.848455,100,1
421,5.63,16,2.0,2,0.0,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,1.7281090000000001,4,4
422,8.75,14,9.0,3,0.0,0.0,1,1.0,1,0.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.169054,81,9
423,3.2,11,1.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,1.163151,1,0
424,3.0,8,45.0,1,0.0,1.0,1,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0986120000000001,2025,1
425,3.0,14,33.0,3,0.0,1.0,1,0.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.0986120000000001,1089,9
426,12.5,17,,18,,,1,,1,,0,,,0,0,,0,0,1,0,0,2.525729,441,324
427,2.88,10,2.0,0,0.0,1.0,0,3.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.05779,4,0
428,3.35,12,9.0,1,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.20896,81,1
429,6.5,12,33.0,2,0.0,0.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.871802,1089,4
430,10.38,18,,2,,,1,,1,,0,,,0,0,,0,1,1,0,0,2.339881,256,4
431,4.5,14,10.0,0,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,1.504077,100,0
432,10.0,18,9.0,8,0.0,0.0,0,0.0,0,1.0,0,0.0,0.0,0,1,0.0,0,0,1,0,0,2.3025849999999997,81,64
433,3.81,12,8.0,1,0.0,1.0,1,2.0,0,1.0,0,0.0,0.0,0,0,0.0,1,0,0,0,1,1.3376290000000002,64,1
434,8.8,16,,1,,,1,,0,,1,,,0,0,,0,1,1,0,0,2.1747520000000002,81,1
435,9.42,14,23.0,0,0.0,1.0,1,2.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,2.242835,529,0
436,6.33,12,23.0,8,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,1,0,0,1.8453,529,64
437,4.0,9,22.0,18,1.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.3862940000000001,484,324
438,2.9,12,37.0,0,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.064711,1369,0
439,20.0,12,22.0,4,0.0,0.0,1,1.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,2.995732,484,16
440,11.25,17,28.0,25,0.0,0.0,1,1.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,2.420368,784,625
441,3.5,12,14.0,0,1.0,1.0,0,2.0,1,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.2527629999999998,196,0
442,6.0,15,19.0,4,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.791759,361,16
443,14.38,17,10.0,9,1.0,0.0,1,1.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,2.665838,100,81
444,6.36,16,25.0,0,0.0,0.0,1,1.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,1.8500279999999998,625,0
445,3.55,12,21.0,0,0.0,1.0,1,1.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.266948,441,0
446,3.0,15,32.0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,1,1.0986120000000001,1024,0
447,4.5,16,21.0,10,0.0,0.0,1,1.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.504077,441,100
448,6.63,12,36.0,0,0.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.891605,1296,0
449,9.3,15,2.0,2,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,2.230014,4,4
450,3.0,12,11.0,0,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.0986120000000001,121,0
451,3.25,12,40.0,2,0.0,1.0,0,0.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,1.178655,1600,4
452,1.5,12,11.0,1,0.0,1.0,1,2.0,0,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,0.40546509999999997,121,1
453,5.9,12,9.0,7,0.0,1.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.774952,81,49
454,8.0,16,23.0,4,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,2.079442,529,16
455,2.9,11,1.0,0,0.0,1.0,0,1.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.064711,1,0
456,3.29,14,30.0,13,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.190888,900,169
457,6.5,14,41.0,33,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.871802,1681,1089
458,4.0,13,6.0,0,0.0,1.0,0,1.0,1,1.0,0,0.0,1.0,0,0,0.0,0,0,0,1,0,1.3862940000000001,36,0
459,6.0,14,11.0,0,0.0,0.0,1,0.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.791759,121,0
460,4.08,12,43.0,17,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.406097,1849,289
461,3.75,12,39.0,2,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,1.321756,1521,4
462,3.05,8,50.0,24,0.0,1.0,0,0.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.115142,2500,576
463,3.5,12,26.0,20,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.2527629999999998,676,400
464,2.92,3,51.0,30,1.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,1,1.071584,2601,900
465,4.5,11,3.0,9,0.0,0.0,0,0.0,1,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.504077,9,81
466,3.35,15,3.0,1,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,1,0,1.20896,9,1
467,5.95,11,15.0,9,1.0,0.0,1,1.0,0,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.783391,225,81
468,8.0,12,17.0,6,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,2.079442,289,36
469,3.0,4,36.0,0,0.0,0.0,1,1.0,0,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.0986120000000001,1296,0
470,5.0,9,31.0,9,1.0,0.0,1,6.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.609438,961,81
471,5.5,12,9.0,4,0.0,0.0,1,1.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.704748,81,16
472,2.65,12,42.0,10,0.0,1.0,1,0.0,1,0.0,0,1.0,0.0,0,0,0.0,1,0,0,1,0,0.9745597,1764,100
473,3.0,11,3.0,0,0.0,1.0,0,2.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,0,1.0986120000000001,9,0
474,4.5,12,37.0,14,0.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0,0,0.0,0,1,0,1,0,1.504077,1369,196
475,17.5,16,23.0,22,0.0,0.0,1,3.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,1,0,0,2.8622009999999998,529,484
476,8.18,13,21.0,5,0.0,0.0,0,0.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,1,0,0,2.101692,441,25
477,9.09,15,11.0,12,0.0,0.0,1,1.0,1,0.0,0,1.0,0.0,0,1,0.0,0,0,1,0,0,2.207175,121,144
478,11.82,16,35.0,13,0.0,0.0,1,0.0,1,0.0,0,1.0,0.0,0,1,0.0,0,0,1,0,0,2.469793,1225,169
479,3.25,12,42.0,0,0.0,1.0,1,0.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,1,0,0,1.178655,1764,0
480,4.5,12,3.0,0,0.0,0.0,0,0.0,1,0.0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,1.504077,9,0
481,4.5,12,13.0,0,0.0,0.0,1,0.0,1,0.0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,1.504077,169,0
482,3.71,9,14.0,7,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.311032,196,49
483,6.5,10,14.0,11,0.0,0.0,1,3.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.871802,196,121
484,2.9,12,39.0,1,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.064711,1521,1
485,5.6,11,11.0,8,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,1,0,1.7227669999999997,121,64
486,2.23,8,28.0,3,0.0,0.0,1,4.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,0.8020016,784,9
487,5.0,6,18.0,0,0.0,1.0,1,3.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,1,1.609438,324,0
488,8.33,16,6.0,2,0.0,0.0,1,0.0,1,0.0,0,1.0,0.0,0,1,0.0,0,0,0,1,0,2.1198639999999997,36,4
489,2.9,12,26.0,1,0.0,1.0,0,4.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.064711,676,1
490,6.25,12,21.0,6,0.0,0.0,1,3.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.832582,441,36
491,4.55,16,34.0,2,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.5151270000000001,1156,4
492,3.28,12,17.0,2,0.0,1.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.187843,289,4
493,2.3,10,2.0,0,0.0,1.0,0,4.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,0.8329091000000001,4,0
494,3.3,13,5.0,0,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.193922,25,0
495,3.15,13,1.0,0,0.0,1.0,0,4.0,1,1.0,0,0.0,0.0,0,1,0.0,0,0,0,1,0,1.1474030000000002,1,0
496,12.5,14,40.0,30,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,2.525729,1600,900
497,5.15,16,39.0,21,0.0,1.0,0,0.0,1,0.0,0,1.0,0.0,0,0,0.0,0,1,0,1,0,1.638997,1521,441
498,3.13,10,1.0,1,0.0,0.0,0,2.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,1,1.141033,1,1
499,7.25,12,14.0,5,0.0,0.0,1,3.0,1,0.0,0,1.0,0.0,0,1,0.0,0,0,0,0,0,1.9810009999999998,196,25
500,2.9,12,2.0,2,0.0,1.0,0,0.0,1,0.0,0,1.0,0.0,0,0,0.0,0,1,0,1,0,1.064711,4,4
501,1.75,11,2.0,1,0.0,0.0,0,2.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,1,0.5596158,4,1
502,2.89,0,42.0,0,0.0,1.0,1,2.0,0,0.0,0,1.0,0.0,0,0,0.0,1,0,0,0,0,1.061257,1764,0
503,2.9,5,34.0,0,0.0,1.0,1,5.0,0,0.0,0,1.0,0.0,1,0,0.0,0,0,0,0,0,1.064711,1156,0
504,17.71,16,10.0,3,0.0,0.0,1,1.0,1,0.0,0,1.0,1.0,0,0,0.0,0,0,1,0,0,2.874129,100,9
505,6.25,16,4.0,3,0.0,0.0,1,0.0,0,0.0,0,1.0,0.0,0,1,0.0,0,0,0,0,1,1.832582,16,9
506,2.6,9,4.0,0,0.0,0.0,0,1.0,0,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,0,0.9555114,16,0
507,6.63,15,21.0,3,0.0,1.0,1,2.0,0,0.0,0,1.0,0.0,0,0,0.0,0,1,1,0,0,1.891605,441,9
508,3.5,12,31.0,3,1.0,1.0,0,1.0,1,0.0,0,1.0,0.0,0,0,0.0,1,0,0,0,0,1.2527629999999998,961,9
509,6.5,12,20.0,14,0.0,0.0,1,3.0,1,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,0,1.871802,400,196
510,3.0,12,36.0,1,1.0,1.0,0,0.0,1,0.0,0,1.0,0.0,0,0,0.0,1,0,0,0,0,1.0986120000000001,1296,1
511,4.38,13,7.0,0,1.0,0.0,1,1.0,1,0.0,0,1.0,0.0,1,0,0.0,0,0,0,0,0,1.477049,49,0
512,10.0,12,15.0,0,0.0,0.0,0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,2.3025849999999997,225,0
513,4.95,7,25.0,17,0.0,0.0,1,5.0,0,0.0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,1.5993879999999998,625,289
514,9.0,17,7.0,0,0.0,1.0,1,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.197225,49,0
515,1.43,12,17.0,0,0.0,1.0,1,2.0,0,0.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,0.3576744,289,0
516,3.08,12,3.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.12493,9,1
517,9.33,14,12.0,11,0.0,0.0,1,3.0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.2332349999999996,144,121
518,7.5,12,18.0,5,0.0,0.0,1,2.0,0,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,0,2.014903,324,25
519,4.75,13,47.0,1,0.0,0.0,1,0.0,0,0.0,0,1.0,0.0,0,0,1.0,0,0,0,0,0,1.5581450000000001,2209,1
520,5.65,12,2.0,0,0.0,0.0,0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0,0,0,0,0,1.731656,4,0
521,15.0,16,14.0,2,0.0,1.0,1,2.0,0,0.0,0,1.0,0.0,0,0,0.0,0,1,1,0,0,2.70805,196,4
522,2.27,10,2.0,0,0.0,1.0,0,3.0,0,0.0,0,1.0,0.0,0,0,1.0,0,0,1,0,0,0.8197798000000001,4,0
523,4.67,15,13.0,18,0.0,0.0,1,3.0,0,0.0,0,1.0,1.0,0,0,0.0,0,0,1,0,0,1.541159,169,324
524,11.56,16,5.0,1,0.0,0.0,1,0.0,0,0.0,0,1.0,0.0,1,0,0.0,0,0,0,0,0,2.447551,25,1
525,3.5,14,5.0,4,1.0,1.0,0,2.0,0,0.0,0,1.0,0.0,0,0,0.0,0,1,0,1,0,1.2527629999999998,25,16
