,price,wage,t,lprice,lwage,gprice,gwage,gwage_1,gwage_2,gwage_3,gwage_4,gwage_5,gwage_6,gwage_7,gwage_8,gwage_9,gwage_10,gwage_11,gwage_12,gprice_1,Unnamed: 20
258,322.8,8.52,259.0,5.777033,2.142416,0.0015502,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0031075,
259,323.5,8.53,260.0,5.779199,2.143589,0.0021663,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0015502,
260,324.5,8.67,261.0,5.782286,2.159869,0.0030866,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,0.0021663,
261,325.5,8.64,262.0,5.785362,2.156403,0.0030766,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0030866,
262,326.6,8.67,263.0,5.788736,2.159869,0.0033741,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,0.0030766,
263,327.4,8.72,264.0,5.791183,2.165619,0.0024462,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0033741,
264,328.4,8.72,265.0,5.794232,2.165619,0.0030499,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0024462,
265,327.5,8.74,266.0,5.791487999999999,2.16791,-0.0027442,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0030499,
266,326.0,8.74,267.0,5.786897,2.16791,-0.004591,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,0,-0.0027442,
267,325.3,8.73,268.0,5.7847480000000004,2.1667650000000003,-0.0021496,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,0.0023503,-0.004591,
268,326.3,8.73,269.0,5.7878169999999995,2.1667650000000003,0.0030694,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,-0.0011744,-0.0021496,
269,327.9,8.72,270.0,5.792708999999999,2.165619,0.0048919,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0035191,0.0030694,
270,328.0,8.7,271.0,5.793014,2.163323,0.0003047,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,-0.0023446,0.0048919,
271,328.6,8.7,272.0,5.794841,2.163323,0.0018277,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,0.0003047,
272,330.2,8.82,273.0,5.799698,2.177022,0.0048571,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0018277,
273,330.5,8.82,274.0,5.800607,2.177022,0.0009084,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0048571,
274,330.8,8.88,275.0,5.801514,2.183802,0.0009074,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,0.0009084,
275,331.1,8.86,276.0,5.802421,2.181547,0.0009065,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0009074,
276,333.1,8.9,277.0,5.8084430000000005,2.186051,0.006022,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0009065,
277,334.4,8.92,278.0,5.812338,2.188296,0.0038953,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0.006022,
278,335.9,8.92,279.0,5.816813,2.188296,0.0044756,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0038953,
279,337.7,8.91,280.0,5.822158,2.187174,0.0053444,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0.0044756,
280,338.7,8.93,281.0,5.825115,2.189416,0.0029569,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,0.0053444,
281,340.1,8.92,282.0,5.82924,2.188296,0.0041251,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0.0029569,
282,340.8,8.91,283.0,5.831296,2.187174,0.0020561,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,0.0041251,
283,342.7,8.94,284.0,5.836855,2.1905360000000003,0.0055594,0.0033612,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,0.0020561,
284,344.4,9.05,285.0,5.841804,2.2027650000000003,0.0049481,0.0122292,0.0033612,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0.0055594,
285,345.3,9.08,286.0,5.8444139999999996,2.206074,0.0026102,0.0033095,0.0122292,0.0033612,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0049481,
