,wage,hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc,lwage
531,675,40,77.0,42.0,12.0,20.0,4.0,38,1,1,1.0,1,5,2,12,6,6.5147129999999995
532,375,40,89.0,24.0,14.0,9.0,3.0,30,1,1,1.0,1,3,1,13,.,5.926926
533,325,40,93.0,44.0,14.0,10.0,1.0,33,1,1,1.0,1,1,.,16,.,5.783825
534,346,40,110.0,37.0,12.0,16.0,17.0,38,1,0,1.0,1,2,.,12,5,5.846439
535,1442,40,132.0,39.0,17.0,8.0,1.0,33,1,0,1.0,1,3,1,8,12,7.273787
536,560,49,112.0,37.0,16.0,13.0,2.0,32,1,0,1.0,0,3,1,8,2,6.327937
537,550,56,99.0,42.0,12.0,17.0,11.0,36,1,0,1.0,1,1,2,12,12,6.309918
538,950,44,96.0,26.0,16.0,8.0,10.0,32,1,1,1.0,1,1,2,10,.,6.856462
539,684,45,106.0,45.0,13.0,16.0,2.0,38,1,0,1.0,1,1,1,12,14,6.527958
540,1322,40,128.0,43.0,16.0,7.0,1.0,33,1,0,1.0,1,0,1,18,.,7.186901
541,1634,40,95.0,48.0,12.0,18.0,3.0,38,1,0,1.0,1,3,3,.,3,7.398786
542,417,40,80.0,30.0,12.0,8.0,0.0,30,0,0,1.0,1,3,4,8,7,6.033086
543,472,45,71.0,24.0,11.0,9.0,0.0,32,1,0,1.0,1,13,6,6,6,6.156979
544,666,50,89.0,28.0,12.0,16.0,1.0,34,1,1,1.0,1,6,1,9,.,6.50129
545,1679,55,127.0,45.0,18.0,10.0,3.0,32,1,0,1.0,1,1,2,12,16,7.425953999999999
546,1039,40,114.0,43.0,16.0,1.0,9.0,31,0,0,1.0,1,6,5,8,8,6.946014
547,1250,40,102.0,30.0,13.0,13.0,11.0,30,1,0,1.0,1,5,6,7,.,7.130899
548,760,40,88.0,34.0,12.0,12.0,15.0,31,1,0,1.0,1,2,1,12,7,6.633317999999999
549,1154,42,88.0,32.0,12.0,14.0,12.0,29,1,0,1.0,1,2,2,12,7,7.05099
550,1602,60,110.0,45.0,15.0,14.0,1.0,37,1,0,0.0,1,5,1,14,12,7.379008
551,1442,40,110.0,40.0,13.0,13.0,13.0,29,1,1,1.0,1,1,2,7,9,7.273787
552,865,40,130.0,39.0,16.0,5.0,3.0,30,1,0,0.0,1,4,2,8,12,6.76273
553,705,50,100.0,44.0,12.0,15.0,12.0,36,1,0,1.0,1,1,2,.,.,6.558198
554,1000,40,101.0,36.0,12.0,16.0,1.0,35,1,0,1.0,1,1,1,12,.,6.907755
555,852,44,89.0,36.0,10.0,13.0,9.0,32,1,0,1.0,1,6,7,9,.,6.747586999999999
556,770,40,80.0,25.0,12.0,16.0,14.0,35,1,0,0.0,1,1,2,12,12,6.646389999999999
557,1000,40,72.0,20.0,12.0,16.0,9.0,34,1,0,0.0,1,3,4,12,12,6.907755
558,1329,55,115.0,56.0,18.0,10.0,5.0,36,1,0,0.0,1,1,1,12,12,7.192182000000001
559,1682,40,115.0,48.0,16.0,10.0,4.0,37,1,0,1.0,1,1,2,12,17,7.427739
560,577,55,108.0,47.0,16.0,4.0,0.0,31,1,1,1.0,1,2,2,8,8,6.357842
561,685,40,93.0,27.0,12.0,17.0,7.0,38,0,0,1.0,1,6,6,8,3,6.529419
562,577,40,111.0,37.0,16.0,8.0,8.0,29,0,1,1.0,1,1,1,18,18,6.357842
563,1040,40,101.0,38.0,12.0,19.0,9.0,38,1,1,1.0,1,6,1,11,12,6.946975999999999
564,1250,40,92.0,42.0,16.0,10.0,11.0,32,0,0,1.0,1,1,1,12,10,7.130899
565,600,40,115.0,40.0,13.0,7.0,7.0,28,0,0,1.0,1,4,5,5,.,6.39693
566,480,40,76.0,29.0,12.0,17.0,3.0,35,0,1,1.0,1,8,5,11,10,6.173786
567,1000,40,93.0,26.0,11.0,11.0,0.0,29,1,0,1.0,1,5,3,12,12,6.907755
568,988,48,91.0,39.0,12.0,15.0,15.0,36,1,0,1.0,1,1,2,8,8,6.895683
569,478,45,90.0,35.0,10.0,19.0,10.0,34,1,0,1.0,1,2,1,9,9,6.169611
570,440,40,84.0,23.0,12.0,11.0,2.0,30,1,1,1.0,1,5,3,9,4,6.086775
571,485,40,120.0,43.0,12.0,11.0,1.0,30,1,1,1.0,1,6,6,.,.,6.184149
572,705,40,89.0,32.0,9.0,19.0,0.0,36,1,1,1.0,1,0,1,.,.,6.558198
573,1550,40,104.0,47.0,12.0,16.0,1.0,34,1,0,1.0,0,8,4,9,10,7.346010000000001
574,960,40,107.0,23.0,12.0,11.0,9.0,29,1,1,1.0,1,11,2,6,9,6.866933
575,1000,40,100.0,42.0,12.0,16.0,14.0,32,1,0,1.0,1,2,3,12,12,6.907755
576,625,40,129.0,40.0,18.0,4.0,5.0,36,1,0,1.0,0,3,1,15,15,6.437752
577,1346,40,112.0,39.0,16.0,14.0,14.0,35,1,0,0.0,1,0,1,12,16,7.204892999999999
578,961,40,76.0,17.0,12.0,13.0,13.0,31,0,1,0.0,1,13,5,.,8,6.867974
579,479,40,97.0,45.0,12.0,15.0,1.0,38,1,0,1.0,0,3,4,.,.,6.1717
580,1201,50,98.0,38.0,11.0,17.0,16.0,36,1,0,1.0,0,4,5,11,2,7.090910000000001
581,1346,45,60.0,34.0,16.0,8.0,2.0,31,1,0,1.0,1,2,3,.,.,7.204892999999999
582,1122,35,132.0,45.0,18.0,13.0,8.0,32,1,0,1.0,1,2,3,12,7,7.022867999999999
583,543,45,90.0,31.0,14.0,5.0,7.0,38,1,1,1.0,1,1,2,6,.,6.297109
584,450,40,63.0,26.0,11.0,12.0,4.0,31,1,1,1.0,1,7,2,7,.,6.109248
585,507,55,110.0,36.0,14.0,10.0,4.0,32,1,0,1.0,1,2,2,13,16,6.228511
586,547,60,88.0,38.0,11.0,17.0,5.0,34,1,0,1.0,1,4,5,.,.,6.304449
587,586,56,98.0,41.0,11.0,18.0,16.0,35,1,0,1.0,1,2,2,.,6,6.37332
588,462,55,61.0,24.0,12.0,6.0,4.0,29,1,1,1.0,0,9,.,8,3,6.135565
589,705,40,76.0,32.0,12.0,13.0,8.0,37,1,1,0.0,1,5,.,.,.,6.558198
590,1566,40,127.0,44.0,12.0,7.0,1.0,29,1,0,0.0,1,3,2,11,.,7.35628
591,1634,40,94.0,39.0,13.0,18.0,18.0,36,1,0,1.0,1,2,2,8,8,7.398786
592,1282,45,97.0,48.0,16.0,4.0,1.0,32,1,0,0.0,1,11,3,16,16,7.1561770000000005
593,556,40,127.0,44.0,16.0,6.0,2.0,31,1,1,1.0,1,2,1,12,12,6.320768
594,1200,40,109.0,42.0,15.0,7.0,8.0,33,1,0,0.0,1,2,1,11,12,7.090077000000001
595,855,45,89.0,21.0,12.0,6.0,6.0,31,1,0,1.0,0,4,3,3,3,6.751100999999999
596,1053,40,90.0,33.0,12.0,18.0,7.0,37,1,0,1.0,0,1,1,11,11,6.959399
597,1000,48,105.0,39.0,12.0,11.0,4.0,28,1,0,1.0,0,0,1,12,7,6.907755
598,900,55,100.0,27.0,12.0,18.0,5.0,34,0,0,0.0,1,2,2,8,.,6.802395
599,1602,45,111.0,40.0,16.0,10.0,10.0,31,1,0,1.0,0,1,.,16,12,7.379008
600,508,50,125.0,44.0,17.0,9.0,2.0,31,1,0,1.0,1,3,1,16,13,6.230482
601,1500,60,124.0,20.0,16.0,6.0,6.0,29,1,0,1.0,0,2,.,12,10,7.313221
602,1682,50,107.0,41.0,14.0,15.0,9.0,32,1,0,1.0,1,0,1,12,12,7.427739
603,750,40,110.0,45.0,13.0,13.0,1.0,35,1,0,1.0,1,2,.,12,16,6.620073
604,843,40,102.0,32.0,14.0,8.0,7.0,29,1,0,1.0,0,1,1,16,16,6.736967
605,409,40,93.0,26.0,12.0,17.0,18.0,38,0,0,1.0,0,0,1,.,.,6.013715
606,1004,40,81.0,36.0,12.0,17.0,15.0,34,1,0,1.0,0,1,1,12,.,6.911747
607,650,40,99.0,36.0,12.0,13.0,10.0,30,1,0,1.0,0,1,2,12,10,6.476973
608,808,40,93.0,26.0,12.0,17.0,9.0,37,1,1,1.0,0,4,1,.,.,6.6945619999999995
609,2137,45,102.0,35.0,13.0,8.0,2.0,30,1,0,1.0,0,0,1,12,12,7.667158000000001
610,761,48,95.0,44.0,12.0,14.0,21.0,38,1,0,1.0,1,1,1,12,5,6.634633999999999
611,769,40,98.0,37.0,16.0,8.0,3.0,35,0,0,1.0,1,0,1,11,8,6.645091000000001
612,345,40,84.0,28.0,12.0,7.0,8.0,31,1,1,1.0,1,2,2,.,.,5.8435440000000005
613,495,40,88.0,30.0,12.0,6.0,10.0,31,1,0,1.0,1,2,1,.,7,6.2045580000000005
614,987,38,109.0,41.0,16.0,9.0,3.0,31,1,0,1.0,1,3,4,4,.,6.89467
615,2500,60,82.0,41.0,12.0,21.0,1.0,38,1,0,1.0,0,3,3,8,5,7.824046000000001
616,1098,45,105.0,22.0,14.0,6.0,1.0,32,0,0,1.0,1,1,2,12,.,7.001245
617,1212,40,95.0,36.0,12.0,6.0,16.0,38,1,0,1.0,0,3,1,12,8,7.100027000000001
618,577,40,92.0,33.0,15.0,8.0,1.0,28,1,1,1.0,1,1,2,10,7,6.357842
619,390,59,74.0,26.0,15.0,10.0,3.0,30,1,1,1.0,1,3,3,7,6,5.966147
620,1500,40,123.0,43.0,16.0,9.0,12.0,32,1,0,1.0,1,1,1,12,14,7.313221
621,583,80,86.0,24.0,12.0,9.0,1.0,30,1,0,1.0,1,2,2,12,12,6.368187
622,460,40,92.0,22.0,11.0,16.0,1.0,36,1,0,1.0,1,5,6,.,.,6.131227
623,945,40,87.0,41.0,12.0,12.0,13.0,38,1,0,1.0,1,2,2,8,.,6.851185000000001
624,1442,60,117.0,39.0,16.0,9.0,3.0,31,1,0,1.0,1,1,2,12,10,7.273787
625,1333,45,,,,,,38,1,0,,1,1,2,12,,
626,1500,37,119.0,41.0,15.0,8.0,5.0,33,0,0,0.0,1,1,1,12,18,7.313221
627,1333,45,103.0,30.0,16.0,7.0,1.0,34,1,0,0.0,1,3,1,.,.,7.195187
628,700,40,74.0,29.0,12.0,16.0,4.0,36,1,1,1.0,1,3,.,9,.,6.551080000000001
629,973,36,81.0,33.0,13.0,11.0,5.0,32,1,0,1.0,1,0,1,6,9,6.880383999999999
630,2162,40,124.0,48.0,18.0,10.0,8.0,32,1,0,1.0,1,1,1,10,10,7.678789
631,797,41,89.0,38.0,12.0,10.0,7.0,36,1,0,1.0,0,1,2,7,8,6.680855
632,400,40,88.0,34.0,12.0,14.0,1.0,32,1,1,1.0,1,7,7,7,6,5.991465
633,1015,40,67.0,31.0,12.0,15.0,11.0,32,1,1,0.0,1,3,2,9,5,6.922644
634,1744,43,106.0,41.0,16.0,8.0,9.0,29,1,0,1.0,1,1,1,12,16,7.463937
635,630,40,103.0,30.0,15.0,14.0,2.0,32,1,0,1.0,0,0,1,11,5,6.44572
636,445,40,91.0,40.0,12.0,11.0,4.0,32,1,0,1.0,0,0,1,6,8,6.0980739999999996
637,660,42,101.0,34.0,16.0,12.0,9.0,31,1,0,1.0,1,0,1,12,12,6.49224
638,779,40,85.0,30.0,12.0,14.0,7.0,37,1,1,1.0,1,7,4,12,.,6.658011
639,377,40,83.0,32.0,12.0,9.0,1.0,36,0,0,1.0,1,1,1,12,12,5.932245
640,560,44,70.0,34.0,12.0,16.0,11.0,35,1,1,1.0,1,2,1,8,.,6.327937
641,1122,60,102.0,54.0,17.0,7.0,13.0,32,1,0,1.0,1,2,2,12,11,7.022867999999999
642,453,50,94.0,34.0,12.0,9.0,2.0,30,1,0,1.0,0,6,4,7,7,6.115892
643,1386,40,97.0,38.0,10.0,17.0,9.0,37,1,0,1.0,1,1,2,12,8,7.234177000000001
644,1539,40,115.0,38.0,17.0,7.0,9.0,31,1,0,1.0,1,2,1,12,16,7.338888000000001
645,1154,40,117.0,38.0,16.0,11.0,12.0,35,1,0,1.0,1,5,5,17,18,7.05099
646,962,50,105.0,45.0,14.0,15.0,2.0,37,1,0,1.0,1,3,4,8,4,6.869014
647,722,55,113.0,36.0,16.0,8.0,1.0,38,0,0,1.0,1,1,2,8,.,6.582025
648,480,40,83.0,37.0,12.0,9.0,3.0,37,1,0,1.0,1,4,3,10,11,6.173786
649,808,50,101.0,44.0,18.0,8.0,9.0,38,1,0,1.0,0,3,2,17,12,6.6945619999999995
650,1442,40,113.0,36.0,13.0,14.0,8.0,36,1,0,1.0,1,2,1,12,12,7.273787
651,1091,50,88.0,31.0,13.0,13.0,4.0,37,1,0,0.0,1,4,1,12,.,6.99485
652,350,40,93.0,41.0,12.0,16.0,0.0,33,0,1,1.0,1,1,1,12,.,5.857933
653,500,40,83.0,39.0,12.0,18.0,11.0,36,1,1,1.0,1,0,1,7,.,6.214608
654,1026,45,113.0,27.0,16.0,9.0,13.0,30,1,0,1.0,1,2,2,16,14,6.9334229999999994
655,577,40,106.0,43.0,17.0,11.0,7.0,33,0,1,1.0,1,3,2,13,16,6.357842
656,1333,60,106.0,38.0,15.0,5.0,1.0,30,1,0,1.0,1,2,2,12,12,7.195187
657,915,55,114.0,36.0,12.0,17.0,9.0,37,1,0,0.0,1,1,.,10,.,6.818924000000001
658,1105,40,119.0,32.0,16.0,9.0,10.0,30,0,0,1.0,1,5,1,11,10,7.007600999999999
659,910,40,82.0,26.0,14.0,5.0,5.0,30,1,1,1.0,1,10,.,9,3,6.813445
660,1000,40,89.0,40.0,12.0,17.0,8.0,38,1,0,1.0,1,7,7,1,4,6.907755
661,1160,40,74.0,18.0,12.0,14.0,1.0,33,1,1,1.0,1,9,6,3,4,7.056175
662,1001,34,77.0,22.0,12.0,12.0,3.0,29,1,1,1.0,1,9,8,3,4,6.908755
663,713,40,75.0,25.0,12.0,5.0,12.0,36,1,1,1.0,1,7,4,.,.,6.569481
664,929,40,97.0,28.0,13.0,12.0,5.0,30,1,0,1.0,1,2,1,12,12,6.834109
665,400,50,68.0,35.0,12.0,4.0,9.0,31,1,1,1.0,1,6,1,6,2,5.991465
666,1241,40,83.0,51.0,13.0,9.0,10.0,33,1,0,1.0,1,2,3,12,12,7.123672999999999
667,1065,40,97.0,40.0,12.0,21.0,10.0,36,1,0,1.0,1,1,1,12,.,6.9707300000000005
668,403,45,98.0,37.0,12.0,5.0,3.0,30,1,0,1.0,1,2,.,12,12,5.998937000000001
669,940,45,102.0,30.0,13.0,15.0,12.0,30,1,1,1.0,1,2,2,.,.,6.84588
670,812,40,81.0,20.0,10.0,17.0,13.0,34,1,1,1.0,1,2,2,8,3,6.699501
671,700,20,85.0,27.0,10.0,13.0,0.0,35,1,1,1.0,1,3,.,6,10,6.551080000000001
672,575,40,86.0,20.0,10.0,12.0,6.0,33,1,1,1.0,1,8,.,.,.,6.354369999999999
673,450,40,79.0,23.0,10.0,20.0,5.0,36,1,1,1.0,1,7,6,12,12,6.109248
674,621,43,84.0,24.0,12.0,14.0,10.0,31,1,0,1.0,0,4,3,8,6,6.431331
675,441,38,74.0,24.0,12.0,12.0,11.0,30,1,0,1.0,0,4,4,8,6,6.089045
676,625,40,92.0,25.0,16.0,6.0,9.0,33,1,1,1.0,0,11,1,.,.,6.437752
677,726,45,93.0,32.0,12.0,16.0,5.0,36,1,0,1.0,0,5,2,6,.,6.58755
678,500,40,69.0,18.0,9.0,21.0,13.0,38,1,1,1.0,1,8,6,6,.,6.214608
679,1000,44,113.0,41.0,17.0,8.0,2.0,34,1,0,1.0,1,4,1,17,18,6.907755
680,393,48,92.0,37.0,12.0,15.0,16.0,38,1,0,1.0,1,1,1,8,7,5.97381
681,600,40,127.0,44.0,12.0,8.0,3.0,28,0,0,1.0,0,2,2,9,12,6.39693
682,962,50,109.0,44.0,12.0,21.0,12.0,37,1,0,1.0,0,0,1,6,.,6.869014
683,962,40,97.0,42.0,12.0,15.0,4.0,34,1,0,1.0,0,5,1,10,8,6.869014
684,865,40,66.0,30.0,11.0,10.0,7.0,30,1,0,0.0,1,14,4,0,10,6.76273
685,1154,50,109.0,46.0,16.0,10.0,3.0,35,1,0,1.0,1,2,1,16,14,7.05099
686,1386,42,109.0,43.0,16.0,10.0,11.0,34,1,0,1.0,0,1,1,4,14,7.234177000000001
687,732,40,104.0,36.0,12.0,10.0,7.0,36,1,0,1.0,1,1,2,.,.,6.59578
688,865,40,85.0,44.0,13.0,4.0,9.0,34,1,0,1.0,1,3,3,8,8,6.76273
689,700,40,81.0,26.0,12.0,13.0,13.0,31,1,0,1.0,0,5,6,8,4,6.551080000000001
690,975,40,87.0,12.0,9.0,20.0,10.0,37,1,0,1.0,0,3,.,5,4,6.8824380000000005
691,1300,40,78.0,40.0,13.0,12.0,3.0,33,1,0,1.0,1,2,3,12,12,7.17012
692,900,40,54.0,37.0,14.0,12.0,3.0,31,1,0,1.0,1,2,1,12,12,6.802395
693,829,40,98.0,33.0,12.0,15.0,15.0,36,1,0,0.0,1,4,5,8,8,6.720219999999999
694,1000,40,98.0,34.0,12.0,17.0,13.0,36,1,0,1.0,1,3,.,12,.,6.907755
695,827,40,105.0,29.0,16.0,7.0,8.0,30,1,0,0.0,1,2,1,16,12,6.717805
696,500,44,87.0,25.0,13.0,5.0,2.0,31,1,0,1.0,1,7,.,12,.,6.214608
697,1155,40,117.0,25.0,13.0,9.0,1.0,28,1,0,0.0,1,3,2,12,12,7.051856
698,950,55,85.0,30.0,15.0,8.0,3.0,29,0,0,0.0,1,2,.,12,12,6.856462
699,700,40,82.0,35.0,13.0,10.0,4.0,30,1,0,0.0,1,4,5,8,.,6.551080000000001
700,1710,45,114.0,39.0,18.0,7.0,6.0,32,1,0,0.0,1,1,1,12,.,7.444249
701,533,30,65.0,21.0,12.0,5.0,1.0,32,0,1,0.0,1,5,1,11,12,6.278522
702,2004,48,105.0,48.0,18.0,10.0,0.0,34,1,0,0.0,1,2,1,12,12,7.602900999999999
703,890,60,92.0,20.0,14.0,9.0,8.0,32,1,0,0.0,1,1,2,7,7,6.791222
704,3078,30,107.0,23.0,13.0,11.0,4.0,29,1,0,0.0,1,2,2,12,12,8.032035
705,1539,40,111.0,41.0,17.0,10.0,13.0,37,1,0,0.0,1,3,2,12,16,7.338888000000001
706,508,40,73.0,38.0,12.0,1.0,1.0,31,1,1,0.0,1,1,.,.,.,6.230482
707,1354,40,119.0,49.0,17.0,13.0,9.0,35,0,0,0.0,0,2,1,16,16,7.210818
708,1143,35,97.0,40.0,12.0,21.0,8.0,38,1,0,0.0,1,5,1,12,12,7.041411999999999
709,962,40,110.0,34.0,12.0,16.0,8.0,33,1,0,0.0,1,2,1,10,10,6.869014
710,1250,44,96.0,32.0,12.0,19.0,20.0,38,1,0,0.0,1,2,1,12,12,7.130899
711,990,40,67.0,23.0,12.0,16.0,3.0,34,1,1,0.0,1,2,1,8,8,6.897705
712,905,40,102.0,31.0,12.0,17.0,4.0,37,1,0,0.0,0,5,5,12,12,6.8079350000000005
713,926,55,64.0,22.0,12.0,18.0,0.0,38,1,0,0.0,1,4,5,0,2,6.830874000000001
714,1559,40,103.0,32.0,12.0,17.0,10.0,34,1,0,0.0,1,3,4,8,8,7.3518
715,1312,40,118.0,39.0,10.0,14.0,4.0,32,1,0,0.0,1,0,1,12,8,7.179308
716,923,40,118.0,36.0,14.0,8.0,16.0,35,1,1,0.0,1,5,1,7,.,6.827628999999999
717,879,40,118.0,41.0,18.0,1.0,9.0,31,1,0,0.0,1,1,2,13,13,6.778785000000001
718,800,25,75.0,37.0,13.0,14.0,1.0,38,1,0,1.0,1,0,1,12,10,6.6846119999999996
719,1049,50,112.0,45.0,14.0,6.0,10.0,32,1,0,0.0,0,3,3,12,10,6.9555929999999995
720,550,40,95.0,20.0,12.0,4.0,1.0,30,0,0,0.0,0,3,4,12,10,6.309918
721,1190,40,119.0,38.0,17.0,4.0,2.0,34,1,0,0.0,1,0,1,12,14,7.081708
722,583,48,94.0,35.0,14.0,10.0,6.0,37,1,0,0.0,0,2,1,12,12,6.368187
723,1200,40,103.0,27.0,14.0,5.0,2.0,30,1,0,0.0,1,1,1,6,7,7.090077000000001
724,797,55,90.0,36.0,16.0,11.0,5.0,33,1,0,0.0,1,5,2,14,17,6.680855
725,1371,40,128.0,50.0,18.0,8.0,13.0,36,1,0,0.0,0,1,2,16,12,7.223296
726,360,55,110.0,44.0,13.0,11.0,1.0,38,0,1,0.0,1,4,.,12,8,5.8861040000000004
727,1270,40,84.0,40.0,12.0,11.0,12.0,30,1,0,0.0,1,2,2,12,12,7.146772
728,1832,40,97.0,38.0,12.0,16.0,1.0,36,1,0,0.0,1,1,2,8,12,7.513164
729,909,40,102.0,34.0,12.0,14.0,5.0,33,1,0,0.0,1,3,3,12,7,6.812345
730,1746,40,131.0,41.0,18.0,9.0,10.0,33,1,0,0.0,1,7,3,12,12,7.465083
731,520,40,126.0,23.0,16.0,8.0,1.0,30,1,0,0.0,1,7,5,12,12,6.2538290000000005
732,808,40,107.0,32.0,16.0,6.0,7.0,29,1,0,0.0,0,7,6,12,12,6.6945619999999995
733,2137,45,108.0,45.0,16.0,11.0,2.0,36,1,0,0.0,1,2,3,12,.,7.667158000000001
734,692,50,92.0,49.0,15.0,9.0,3.0,38,1,1,0.0,1,0,1,8,8,6.539586
735,931,80,108.0,40.0,16.0,4.0,1.0,36,1,0,0.0,1,4,2,12,12,6.836259
736,812,45,115.0,46.0,16.0,11.0,3.0,34,1,0,0.0,1,1,2,12,8,6.699501
737,866,40,111.0,44.0,14.0,16.0,14.0,35,1,0,0.0,1,1,1,12,12,6.763885
738,1442,40,115.0,47.0,12.0,14.0,9.0,36,1,0,0.0,1,7,5,12,12,7.273787
739,500,40,101.0,31.0,14.0,12.0,0.0,32,1,0,0.0,0,2,2,11,6,6.214608
740,1384,50,114.0,48.0,18.0,12.0,2.0,37,1,0,0.0,1,1,1,12,13,7.2327330000000005
741,528,55,116.0,40.0,18.0,5.0,9.0,30,1,0,0.0,1,4,5,12,12,6.269096
742,881,40,90.0,41.0,12.0,4.0,14.0,36,1,0,0.0,0,2,3,12,.,6.781058
743,1026,45,125.0,33.0,12.0,11.0,11.0,28,1,0,0.0,1,3,1,14,17,6.9334229999999994
744,1212,40,98.0,26.0,12.0,11.0,12.0,28,0,0,0.0,1,4,.,12,10,7.100027000000001
745,1620,38,111.0,42.0,15.0,8.0,5.0,29,1,0,0.0,0,1,2,10,.,7.390182000000001
746,1843,48,109.0,38.0,16.0,11.0,2.0,32,1,0,0.0,1,3,2,12,.,7.51915
747,1602,60,124.0,36.0,16.0,12.0,2.0,37,1,0,0.0,1,1,2,12,12,7.379008
748,1000,40,121.0,35.0,13.0,6.0,1.0,33,1,0,0.0,1,2,2,8,14,6.907755
749,737,48,103.0,37.0,12.0,7.0,4.0,30,1,0,0.0,1,4,4,10,.,6.602588000000001
750,1699,40,96.0,19.0,12.0,10.0,1.0,29,0,0,1.0,1,2,3,12,12,7.4377949999999995
751,1699,40,100.0,40.0,12.0,11.0,9.0,33,1,0,0.0,1,1,2,12,8,7.4377949999999995
752,1025,48,104.0,30.0,14.0,6.0,5.0,32,1,0,0.0,1,2,3,.,12,6.932448
753,1107,40,112.0,38.0,12.0,12.0,5.0,38,1,0,0.0,1,5,3,11,12,7.009409
754,625,40,73.0,24.0,11.0,1.0,1.0,31,1,0,0.0,1,3,4,12,12,6.437752
755,720,50,101.0,39.0,13.0,1.0,7.0,29,1,0,0.0,1,4,2,11,11,6.579250999999999
756,855,40,99.0,44.0,12.0,19.0,10.0,36,1,0,0.0,1,1,2,12,12,6.751100999999999
757,1250,40,95.0,23.0,12.0,12.0,2.0,32,1,0,0.0,1,2,2,12,12,7.130899
758,1130,40,109.0,40.0,18.0,4.0,13.0,38,1,0,0.0,0,1,2,18,15,7.029973
759,900,40,110.0,35.0,12.0,6.0,1.0,28,0,0,0.0,1,1,.,13,13,6.802395
760,1924,50,98.0,49.0,17.0,6.0,7.0,38,1,0,0.0,1,1,1,4,.,7.562161
761,962,40,112.0,46.0,15.0,8.0,2.0,37,1,0,0.0,1,2,1,12,16,6.869014
762,1874,48,64.0,37.0,11.0,22.0,3.0,38,1,1,0.0,1,7,.,.,.,7.535830000000001
763,1573,55,90.0,28.0,12.0,5.0,3.0,30,1,0,0.0,1,4,3,11,8,7.36074
764,940,45,102.0,46.0,14.0,11.0,7.0,36,1,0,0.0,1,1,2,12,10,6.84588
765,900,40,119.0,39.0,16.0,8.0,9.0,30,1,0,0.0,0,1,2,12,12,6.802395
766,882,44,96.0,34.0,12.0,15.0,13.0,31,1,0,0.0,0,6,3,8,10,6.782192
767,1710,45,118.0,40.0,18.0,12.0,12.0,38,1,0,0.0,1,1,1,12,12,7.444249
768,1260,45,79.0,39.0,12.0,19.0,15.0,37,1,0,0.0,0,3,2,9,8,7.138866999999999
769,751,40,96.0,42.0,12.0,9.0,7.0,38,1,0,0.0,0,1,1,10,8,6.6214059999999995
770,1097,50,80.0,27.0,11.0,12.0,12.0,28,1,0,0.0,0,5,1,12,11,7.000334
771,1001,48,137.0,36.0,13.0,11.0,11.0,33,1,0,0.0,0,5,6,12,.,6.908755
772,1154,40,116.0,42.0,15.0,11.0,12.0,34,0,0,0.0,0,2,1,12,9,7.05099
773,1000,43,69.0,31.0,12.0,15.0,16.0,35,1,0,0.0,1,4,4,12,8,6.907755
774,1250,40,78.0,36.0,12.0,16.0,3.0,33,1,0,0.0,1,9,.,6,2,7.130899
775,857,65,99.0,41.0,12.0,18.0,3.0,38,1,0,1.0,1,2,1,8,8,6.753438
776,1211,27,92.0,33.0,12.0,13.0,3.0,31,1,0,0.0,1,3,2,16,12,7.099202
777,937,32,113.0,23.0,16.0,12.0,7.0,29,1,0,0.0,1,3,.,16,12,6.842683
778,904,50,98.0,29.0,13.0,7.0,1.0,33,1,0,0.0,1,5,.,12,.,6.806829
779,872,45,115.0,30.0,15.0,7.0,4.0,29,1,0,0.0,1,3,1,12,18,6.770789999999999
780,1200,40,96.0,26.0,9.0,18.0,0.0,34,1,0,0.0,1,4,3,.,8,7.090077000000001
781,1261,40,117.0,41.0,17.0,1.0,9.0,35,1,0,0.0,1,4,1,6,8,7.139660000000001
782,950,40,96.0,38.0,12.0,14.0,2.0,35,1,0,0.0,1,1,1,8,2,6.856462
783,115,50,108.0,46.0,12.0,9.0,3.0,29,1,0,0.0,1,5,6,10,11,4.744932
784,673,40,92.0,34.0,17.0,6.0,4.0,31,1,0,0.0,1,5,5,16,12,6.5117449999999995
785,1084,45,95.0,38.0,15.0,17.0,10.0,37,1,0,0.0,1,1,2,16,16,6.988413
786,1058,40,94.0,40.0,14.0,13.0,14.0,34,1,0,0.0,1,0,1,15,9,6.964136
787,800,40,115.0,38.0,12.0,20.0,12.0,38,1,0,0.0,0,7,6,7,8,6.6846119999999996
788,369,40,117.0,36.0,18.0,11.0,1.0,31,0,0,0.0,0,3,4,.,.,5.9107970000000005
789,1924,40,,,,,,36,1,0,,0,0,1,12,,
790,855,40,109.0,36.0,12.0,17.0,15.0,36,1,0,0.0,0,3,1,7,6,6.751100999999999
791,864,40,87.0,38.0,12.0,15.0,6.0,31,1,0,0.0,0,1,1,12,12,6.761572999999999
792,1092,44,110.0,34.0,16.0,15.0,13.0,36,1,0,0.0,1,4,4,13,13,6.995766000000001
793,1025,40,110.0,30.0,16.0,9.0,4.0,30,1,0,0.0,0,3,.,10,12,6.932448
794,850,35,109.0,32.0,12.0,11.0,2.0,31,1,0,0.0,0,2,2,17,.,6.745236
795,673,40,85.0,21.0,12.0,17.0,10.0,35,1,0,0.0,0,2,2,12,12,6.5117449999999995
796,800,40,105.0,42.0,14.0,12.0,12.0,37,1,0,0.0,0,3,2,10,12,6.6846119999999996
